ATS,Building_C,Location_C,Name,Geographic,Latitude,Longitude,latitude,longitude
21K225,K225,K225,P.S. K225 - The Eileen E. Zaglin,21,40.58026,-73.955856,4950625.861699998,-8232728.2311
21K226,K226,K226,P.S. 226 Alfred De B. Mason,21,40.615405,-73.977099,4955778.429399997,-8235092.991
21K228,K228,K228,I.S. 228 David A. Boody,21,40.60066,-73.976801,4953616.3522000015,-8235059.8178
21K238,K238,K238,P.S. 238 Anne Sullivan,21,40.608801,-73.964586,4954810.0178999975,-8233700.0503
21K239,K239,K239,Mark Twain I.S. 239 for the Gifted & Talented,21,40.57864,-73.992447,4950388.420699999,-8236801.522600001
21K253,K253,K253,P.S. 253,21,40.580237,-73.961962,4950622.490599997,-8233407.947899999
21K281,K281,K281,I.S. 281 Joseph B Cavallaro,21,40.594648,-73.993565,4952734.942299999,-8236925.9778
21K288,K288,K288,P.S. 288 The Shirley Tanyhill,21,40.574029,-73.992393,4949712.624600001,-8236795.511299999
21K303,K303,K303,I.S. 303 Herbert S. Eisenberg,21,40.582518,-73.972009,4950956.823100001,-8234526.3748
21K329,K329,K329,P.S. 329 Surfside,21,40.574666,-73.99577,4949805.981700003,-8237171.4373
21K337,K400,K337,International High School at Lafayette,21,40.593028,-73.986313,4952497.450199999,-8236118.6888
21K344,K303,K344,Rachel Carson High School for Coastal Studies,21,40.582518,-73.972009,4950956.823100001,-8234526.3748
21K348,K400,K348,High School of Sports Management,21,40.593028,-73.986313,4952497.450199999,-8236118.6888
21K410,K410,K410,Abraham Lincoln High School,21,40.582627,-73.968733,4950972.799800001,-8234161.6921999995
21K468,K400,K468,Kingsborough Early College School,21,40.593028,-73.986313,4952497.450199999,-8236118.6888
21K525,K525,K525,Edward R. Murrow High School,21,40.619671,-73.959141,4956404.047200002,-8233093.9156
21K540,K540,K540,John Dewey High School,21,40.58807,-73.981925,4951770.642700002,-8235630.218900001
21K559,K400,K559,Life Academy High School for Film and Music,21,40.593028,-73.986313,4952497.450199999,-8236118.6888
21K572,K400,K572,Leaders High School,21,40.593028,-73.986313,4952497.450199999,-8236118.6888
21K620,K620,K620,William E. Grady Career and Technical Education Hi,21,40.583263,-73.963764,4951066.0222999975,-8233608.545600001
21K690,K721,K690,Brooklyn Studio Secondary School,21,40.60498,-73.995084,4954249.749700002,-8237095.0721
21K728,K728,K728,Liberation Diploma Plus,21,40.576976,-73.985413,4950144.536600001,-8236018.5013
21K840,K597,K840,Brooklyn's Daily Discovery Pre-K Center,21,40.616487,-73.978094,4955937.1032000035,-8235203.753900001
22K014,K014,K014,J.H.S. 014 Shell Bank,22,40.593232,-73.938107,4952527.356299996,-8230752.421499999
22K052,K052,K052,P.S. 052 Sheepshead Bay,22,40.588372,-73.940135,4951814.912199996,-8230978.1774
22K078,K078,K078,J.H.S. 078 Roy H. Mann,22,40.620537,-73.912914,4956531.052699998,-8227947.9495
22K109,K395,K109,P.S. 109,22,40.635842,-73.933099,4958775.920599997,-8230194.9333999995
22K119,K119,K119,P.S. 119 Amersfort,22,40.626038,-73.938733,4957337.8552,-8230822.1075
22K134,K849,K134,P.S. K134,22,40.632145,-73.97318,4958233.614299998,-8234656.73
22K139,K139,K139,P.S. 139 Alexine A. Fenty,22,40.64134,-73.965862,4959582.4679000005,-8233842.093900001
22K152,K152,K152,School of Science & Technology,22,40.632619,-73.954269,4958303.1428999975,-8232551.5671
22K193,K193,K193,P.S. 193 Gil Hodges,22,40.62208,-73.950321,4956757.349600002,-8232112.0777
22K194,K194,K194,P.S. 194 Raoul Wallenberg,22,40.598069,-73.934163,4953236.479999997,-8230313.3774
22K195,K195,K195,P.S. 195 Manhattan Beach,22,40.580161,-73.943498,4950611.351300001,-8231352.5448
22K197,K197,K197,P.S. 197 - The Kings Highway Academy,22,40.612339,-73.951398,4955328.818899997,-8232231.968800001
22K198,K198,K198,P.S. 198 Brooklyn,22,40.637601,-73.937083,4959033.955700003,-8230638.430299999
22K203,K203,K203,P.S. 203 Floyd Bennett School,22,40.622108,-73.925732,4956761.456200004,-8229374.842800001
22K206,K206,K206,P.S. 206 Joseph F Lamb,22,40.596876,-73.948453,4953061.5766,-8231904.1329
22K207,K207,K207,P.S. 207 Elizabeth G. Leary,22,40.613981,-73.930485,4955569.605800003,-8229903.9443
22K217,K217,K217,P.S. 217 Colonel David Marcus School,22,40.633482,-73.966442,4958429.733000003,-8233906.6592
22K222,K222,K222,P.S. 222 Katherine R. Snyder,22,40.614005,-73.939205,4955573.125200003,-8230874.6503
22K234,K234,K234,J.H.S. 234 Arthur W. Cunningham,22,40.604447,-73.955217,4954171.599100001,-8232657.0978999995
22K236,K236,K236,P.S. 236 Mill Basin,22,40.615494,-73.912005,4955791.4811,-8227846.7601
22K240,K240,K240,Andries Hudde,22,40.623788,-73.946836,4957007.851599999,-8231724.1293
22K245,K735,K245,P.S. 245,22,40.644927,-73.962743,4960108.710600004,-8233494.8884
22K251,K251,K251,P.S. 251 Paerdegat,22,40.63195,-73.923894,4958205.011,-8229170.237500001
22K254,K254,K254,P.S. 254 Dag Hammarskjold,22,40.591103,-73.95155,4952215.252499998,-8232248.8894
22K255,K255,K255,P.S. 255 Barbara Reing School,22,40.604461,-73.955891,4954173.651799999,-8232732.1273
22K277,K277,K277,P.S. 277 Gerritsen Beach,22,40.595798,-73.92785,4952903.535899997,-8229610.6174
22K278,K278,K278,J.H.S. 278 Marine Park,22,40.606745,-73.938721,4954508.545299999,-8230820.771600001
22K312,K312,K312,P.S. 312 Bergen Beach,22,40.622442,-73.909554,4956810.441500001,-8227573.915999999
22K315,K152,K315,P.S. K315,22,40.632619,-73.954269,4958303.1428999975,-8232551.5671
22K326,K852,K326,P.S. 326,22,40.628417,-73.92825,4957686.791100003,-8229655.145199999
22K361,K269,K361,P.S. 361 East Flatbush Early Childhood School,22,40.637625,-73.947672,4959037.476400003,-8231817.192399999
22K381,K240,K381,I. S. 381,22,40.623788,-73.946836,4957007.851599999,-8231724.1293
22K405,K405,K405,Midwood High School,22,40.632829,-73.952356,4958333.946800001,-8232338.6129
22K425,K425,K425,James Madison High School,22,40.610499,-73.947661,4955059.003799997,-8231815.9679000005
22K535,K535,K535,Leon M. Goldstein High School for the Sciences,22,40.578356,-73.934449,4950346.7958,-8230345.2148
22K555,K917,K555,Brooklyn College Academy,15,40.649055,-73.972312,4960714.3574,-8234560.104599999
22K611,K495,K611,Origins High School,22,40.593157,-73.936635,4952516.361400001,-8230588.5592
22K630,K495,K630,Professional Pathways High School,22,40.593157,-73.936635,4952516.361400001,-8230588.5592
22K853,K765,K853,The Joan Snow Pre-K Center,22,40.630109,-73.966208,4957934.969999999,-8233880.6105
22K889,K338,K889,P.S. 889,15,40.644861,-73.97101,4960099.027599998,-8234415.1667
22K890,K338,K890,M.S. 890,15,40.644861,-73.97101,4960099.027599998,-8234415.1667
23K041,K041,K041,P.S. 041 Francis White,23,40.660455,-73.906925,4962387.123300001,-8227281.257099999
23K137,K137,K137,P.S. 137 Rachel Jean Mitchell,23,40.682248,-73.916641,4965585.689800002,-8228362.837300001
23K150,K150,K150,P.S. 150 Christopher,23,40.668768,-73.90514,4963607.101999998,-8227082.5518
23K155,K155,K155,P.S./ I.S. 155 Nicholas Herkimer,23,40.677634,-73.908682,4964908.404100001,-8227476.8454
23K156,K356,K156,P.S. 156 Waverly,23,40.665553,-73.91788,4963135.264899999,-8228500.7621
23K165,K165,K165,P.S. 165 Ida Posner,23,40.657061,-73.910938,4961889.078699999,-8227727.9822
23K178,K178,K178,P.S. 178 Saint Clair Mckelway,23,40.67538,-73.915337,4964577.5581,-8228217.6767
23K184,K184,K184,P.S. 184 Newport,23,40.660385,-73.905004,4962376.8510000035,-8227067.4124
23K284,K284,K284,"The Gregory Jocko Jackson School of Sports, Art, a",23,40.666942,-73.907634,4963339.113300003,-8227360.182600001
23K298,K298,K298,P.S. 298 Dr. Betty Shabazz,23,40.671015,-73.907718,4963936.887699999,-8227369.533500001
23K323,K263,K323,P.S./I.S. 323,23,40.666187,-73.911279,4963228.309699997,-8227765.9421999995
23K327,K327,K327,P.S. 327 Dr. Rose B. English,23,40.668232,-73.911788,4963528.436399996,-8227822.603800001
23K363,K298,K363,Brownsville Collaborative Middle School,23,40.671015,-73.907718,4963936.887699999,-8227369.533500001
23K392,K356,K392,I.S. 392,23,40.665553,-73.91788,4963135.264899999,-8228500.7621
23K401,K332,K401,Christopher Avenue Community School,23,40.672216,-73.906018,4964113.159599997,-8227180.2903
23K446,K183,K446,Riverdale Avenue Community School,23,40.659618,-73.913508,4962264.2973000035,-8228014.0733
23K493,K055,K493,Brooklyn Collegiate: A College Board School,23,40.674456,-73.912685,4964441.935000002,-8227922.4574
23K514,K175,K514,Frederick Douglass Academy VII High School,23,40.665568,-73.912102,4963137.466300003,-8227857.5581
23K518,K275,K518,Kappa V (Knowledge and Power Preparatory Academy),23,40.655644,-73.906662,4961681.151900001,-8227251.9801
23K522,K041,K522,Mott Hall IV,23,40.660455,-73.906925,4962387.123300001,-8227281.257099999
23K599,K073,K599,Brooklyn Landmark Elementary School,23,40.680679,-73.910719,4965355.372100003,-8227703.6032
23K643,K275,K643,Brooklyn Democracy Academy,23,40.655644,-73.906662,4961681.151900001,-8227251.9801
23K644,K271,K644,Eagle Academy for Young Men II,23,40.678124,-73.915106,4964980.328599997,-8228191.9618999995
23K647,K275,K647,Metropolitan Diploma Plus High School,23,40.655644,-73.906662,4961681.151900001,-8227251.9801
23K664,K073,K664,Brooklyn Environmental Exploration School (BEES),23,40.680679,-73.910719,4965355.372100003,-8227703.6032
23K668,K183,K668,Riverdale Avenue Middle School,23,40.659618,-73.913508,4962264.2973000035,-8228014.0733
23K671,K263,K671,Mott Hall Bridges Academy,23,40.666187,-73.911279,4963228.309699997,-8227765.9421999995
23K697,K175,K697,Teachers Preparatory High School,23,40.665568,-73.912102,4963137.466300003,-8227857.5581
24Q005,Q005,Q005,I.S. 5 - The Walter Crowley Intermediate School,24,40.737405,-73.888133,4973685.7788999975,-8225189.3412
24Q007,Q007,Q007,P.S. 007 Louis F. Simeone,24,40.739644,-73.882446,4974014.7294000015,-8224556.2673
24Q012,Q012,Q012,P.S. 012 James B. Colgate,24,40.742284,-73.893466,4974402.6083,-8225783.008099999
24Q013,Q013,Q013,P.S. 013 Clement C. Moore,24,40.737441,-73.867662,4973691.067900002,-8222910.5199
24Q014,Q014,Q014,P.S. 014 Fairview,24,40.74102,-73.85457,4974216.894699998,-8221453.1252
24Q016,Q721,Q016,P.S. Q016 The Nancy DeBenedittis School,24,40.748996,-73.860547,4975388.830600001,-8222118.481799999
24Q019,Q019,Q019,P.S. 019 Marino Jeantet,24,40.7486,-73.866557,4975330.641900003,-8222787.5119
24Q028,Q028,Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,24,40.747017,-73.854268,4975098.0375000015,-8221419.5067
24Q049,Q049,Q049,P.S. 049 Dorothy Bonawit Kole,24,40.719567,-73.875493,4971065.442699999,-8223782.2629
24Q058,Q058,Q058,P.S. 58 - The School of Heroes,24,40.728517,-73.890638,4972380.076800004,-8225468.196599999
24Q061,Q061,Q061,I.S. 061 Leonardo Da Vinci,24,40.741898,-73.862886,4974345.8948,-8222378.857999999
24Q068,Q068,Q068,P.S. 068 Cambridge,24,40.696961,-73.897372,4967745.713500001,-8226217.822000001
24Q071,Q071,Q071,P.S. 071 Forest,24,40.711388,-73.904798,4969864.2126,-8227044.4805
24Q073,Q073,Q073,I.S. 73 - The Frank Sansivieri Intermediate School,24,40.728558,-73.893318,4972386.099600002,-8225766.5328
24Q077,Q849,Q077,Joseph F. Quinn Intermediate School 77,24,40.699101,-73.902147,4968059.9278,-8226749.3726
24Q081,Q081,Q081,P.S. 81Q Jean Paul Richter,24,40.703942,-73.911885,4968770.764799997,-8227833.401799999
24Q087,Q087,Q087,P.S./I.S. 087 Middle Village,24,40.711559,-73.871674,4969889.325499997,-8223357.1337
24Q088,Q088,Q088,P.S. 088 Seneca,24,40.704105,-73.896437,4968794.700099997,-8226113.738299999
24Q089,Q089,Q089,P.S. 89Q: The Jose Peralta School of Dreamers,24,40.745963,-73.879641,4974943.1669000015,-8224244.016100001
24Q091,Q091,Q091,P.S. 091 Richard Arkwright,24,40.703503,-73.883995,4968706.301299997,-8224728.701199999
24Q093,Q093,Q093,I.S. 093 Ridgewood,24,40.705609,-73.903057,4969015.553800002,-8226850.6733
24Q102,Q102,Q102,P.S. 102 Bayview,24,40.733033,-73.878243,4973043.4833,-8224088.3915
24Q110,Q315,Q110,P.S. 110,24,40.745995,-73.866372,4974947.868799999,-8222766.9178
24Q113,Q113,Q113,P.S./I.S. 113 Anthony J. Pranzo,24,40.705476,-73.861493,4968996.0233,-8222223.789999999
24Q119,Q119,Q119,P.S./I.S. 119 The Glendale,24,40.705187,-73.875073,4968953.585000001,-8223735.5087
24Q125,Q125,Q125,I.S. 125 Thom J. McCann Woodside,24,40.740452,-73.918762,4974133.442199998,-8228598.945900001
24Q128,Q247,Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",24,40.715005,-73.885974,4970395.414499998,-8224949.0024
24Q143,Q143,Q143,P.S. 143 Louis Armstrong,24,40.755393,-73.855715,4976328.861199997,-8221580.585999999
24Q153,Q153,Q153,P.S. 153 Maspeth Elem,24,40.716296,-73.904463,4970585.0211,-8227007.1885
24Q199,Q199,Q199,P.S. 199 Maurice A. Fitzgerald,24,40.739831,-73.926081,4974042.203599997,-8229413.693299999
24Q211,Q298,Q211,Elm Tree Elementary School,24,40.741139,-73.863408,4974234.378600001,-8222436.9668000005
24Q229,Q229,Q229,P.S. 229 Emanuel Kaplan,24,40.734682,-73.897108,4973285.734899998,-8226188.433700001
24Q236,Q455,Q236,International High School for Health Sciences,24,40.740824,-73.874129,4974188.097599998,-8223630.4231
24Q239,Q239,Q239,P.S. 239,24,40.699431,-73.903838,4968108.382299997,-8226937.6138
24Q264,Q735,Q264,Academy of Finance and Enterprise,24,40.744175,-73.937004,4974680.450800002,-8230629.6361
24Q267,Q735,Q267,High School of Applied Communication,24,40.744175,-73.937004,4974680.450800002,-8230629.6361
24Q290,Q290,Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,24,40.71303,-73.908307,4970105.3574,-8227435.1006000005
24Q293,Q744,Q293,Civic Leadership Academy,24,40.743228,-73.871505,4974541.308200002,-8223338.320699999
24Q296,Q744,Q296,Pan American International High School,24,40.743228,-73.871505,4974541.308200002,-8223338.320699999
24Q299,Q735,Q299,Bard High School Early College Queens,24,40.744175,-73.937004,4974680.450800002,-8230629.6361
24Q305,Q245,Q305,Learners and Leaders,24,40.706837,-73.91499,4969195.882100001,-8228179.048800001
24Q307,Q260,Q307,Pioneer Academy,24,40.749175,-73.865787,4975415.133199997,-8222701.7959
24Q311,Q311,Q311,Corona Arts & Sciences Academy,24,40.74592,-73.865239,4974936.848700002,-8222640.7928
24Q330,Q287,Q330,Helen M. Marshall School,24,40.757888,-73.859202,4976695.522699997,-8221968.756999999
24Q331,Q392,Q331,Mosaic Pre-K Center,24,40.701694,-73.883878,4968440.669200003,-8224715.6768
24Q343,Q313,Q343,The Children's Lab School,24,40.74258,-73.922604,4974446.0988000035,-8229026.635399999
24Q419,Q419,Q419,MS 419,24,40.759436,-73.858714,4976923.021300003,-8221914.4331
24Q455,Q455,Q455,Newtown High School,24,40.740824,-73.874129,4974188.097599998,-8223630.4231
24Q485,Q485,Q485,Grover Cleveland High School,24,40.711881,-73.909202,4969936.614200003,-8227534.7316
24Q520,Q520,Q520,Middle College High School at LaGuardia Community,24,40.743253,-73.933316,4974544.981399998,-8230219.0898
24Q530,Q520,Q530,International High School at LaGuardia Community C,24,40.743253,-73.933316,4974544.981399998,-8230219.0898
24Q550,Q456,Q550,High School for Arts and Business,24,40.737673,-73.853412,4973725.152500004,-8221324.2172
24Q560,Q891,Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",24,40.742217,-73.936442,4974392.764300004,-8230567.0745
24Q585,Q585,Q585,Maspeth High School,24,40.729104,-73.887909,4972466.305299997,-8225164.4057
24Q600,Q600,Q600,Queens Technical High School,24,40.741658,-73.927995,4974310.632600002,-8229626.7588
24Q610,Q610,Q610,Aviation Career & Technical Education High School,24,40.743309,-73.929577,4974553.209399998,-8229802.8662
24Q744,Q744,Q744,VOYAGES Preparatory,24,40.743228,-73.871505,4974541.308200002,-8223338.320699999
25Q020,Q020,Q020,P.S. 020 John Bowne,25,40.758347,-73.824388,4976762.978100002,-8218093.280300001
25Q021,Q021,Q021,P.S. 021 Edward Hart,25,40.774134,-73.818581,4979083.347000003,-8217446.847999999
25Q022,Q022,Q022,P.S. 022 Thomas Jefferson,25,40.761744,-73.811373,4977262.221699998,-8216644.4571
25Q024,Q024,Q024,P.S. 024 Andrew Jackson,25,40.751972,-73.8181,4975826.138599999,-8217393.303300001
25Q025,Q025,Q025,I.S. 025 Adrien Block,25,40.764884,-73.789365,4977723.717699997,-8214194.537799999
25Q029,Q029,Q029,P.S. 029 Queens,25,40.778029,-73.842967,4979655.917800002,-8220161.485099999
25Q032,Q032,Q032,P.S. 032 State Street,25,40.765459,-73.794323,4977808.229699999,-8214746.459799999
25Q079,Q079,Q079,P.S. 079 Francis Lewis,25,40.786201,-73.817338,4980857.323100001,-8217308.4779
25Q107,Q107,Q107,P.S. 107 Thomas A Dooley,25,40.755364,-73.799476,4976324.5995000005,-8215320.0890999995
25Q120,Q120,Q120,P.S. 120 Queens,25,40.745215,-73.828674,4974833.260200001,-8218570.3956
25Q129,Q129,Q129,P.S. 129 Patricia Larkin,25,40.789926,-73.839505,4981405.002400003,-8219776.096999999
25Q130,Q130,Q130,P.S. 130,26,40.760219,-73.784009,4977038.095299996,-8213598.3105999995
25Q154,Q154,Q154,P.S. 154 Queens,25,40.726473,-73.80775,4972079.825199999,-8216241.146600001
25Q163,Q163,Q163,P.S. 163 Flushing Heights,25,40.741107,-73.808765,4974229.677100003,-8216354.1359
25Q164,Q164,Q164,P.S. 164 Queens Valley,25,40.721514,-73.823569,4971351.415600002,-8218002.1096
25Q165,Q165,Q165,P.S. 165 Edith K. Bergtraum,25,40.729746,-73.816966,4972560.614100002,-8217267.067
25Q169,Q169,Q169,P.S. 169 Bay Terrace,25,40.782331,-73.77843,4980288.357199997,-8212977.259099999
25Q184,Q184,Q184,P.S. 184 Flushing Manor,25,40.778334,-73.799158,4979700.754699998,-8215284.6895
25Q185,Q185,Q185,J.H.S. 185 Edward Bleeker,25,40.774906,-73.818607,4979196.829499997,-8217449.7423
25Q189,Q189,Q189,J.H.S. 189 Daniel Carter Beard,25,40.759963,-73.818399,4977000.472000003,-8217426.5879
25Q193,Q193,Q193,P.S. 193 Alfred J. Kennedy,25,40.792053,-73.808987,4981717.744800001,-8216378.8488
25Q194,Q194,Q194,J.H.S. 194 William Carr,25,40.783231,-73.80699,4980420.671899997,-8216156.5438
25Q200,Q200,Q200,P.S./M.S. 200 - The Magnet School of Global Studie,25,40.73107,-73.805759,4972755.110399999,-8216019.509500001
25Q201,Q201,Q201,P.S. 201 The Discovery School for Inquiry and Rese,25,40.736541,-73.813011,4973558.844300002,-8216826.7984
25Q209,Q209,Q209,P.S. 209 Clearview Gardens,25,40.783777,-73.795845,4980500.943700001,-8214915.8881
25Q214,Q214,Q214,P.S. 214 Cadwallader Colden,25,40.770215,-73.827606,4978507.281999998,-8218451.5064
25Q219,Q219,Q219,P.S. 219 Paul Klapper,25,40.737448,-73.823841,4973692.096299998,-8218032.388499999
25Q237,Q237,Q237,I.S. 237,25,40.74943,-73.821402,4975452.603500001,-8217760.8803
25Q240,Q460,Q240,Veritas Academy,25,40.764892,-73.826811,4977724.8935,-8218363.0074000005
25Q241,Q460,Q241,Queens High School for Language Studies,25,40.764892,-73.826811,4977724.8935,-8218363.0074000005
25Q242,Q242,Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,25,40.769752,-73.832005,4978439.226599999,-8218941.2008
25Q244,Q244,Q244,The Active Learning Elementary School,25,40.754483,-73.826192,4976195.132399999,-8218294.1006000005
25Q250,Q168,Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,25,40.724195,-73.80938,4971745.211300001,-8216422.5974
25Q252,Q168,Q252,"Queens School of Inquiry, The",25,40.724195,-73.80938,4971745.211300001,-8216422.5974
25Q263,Q189,Q263,Flushing International High School,25,40.759963,-73.818399,4977000.472000003,-8217426.5879
25Q281,Q237,Q281,East-West School of International Studies,25,40.74943,-73.821402,4975452.603500001,-8217760.8803
25Q285,Q025,Q285,World Journalism Preparatory: A College Board Scho,25,40.764884,-73.789365,4977723.717699997,-8214194.537799999
25Q294,Q169,Q294,BELL Academy,25,40.782331,-73.77843,4980288.357199997,-8212977.259099999
25Q379,Q336,Q379,College Point Collaborative,25,40.785129,-73.843504,4980699.7148,-8220221.263699999
25Q409,Q409,Q409,District 25 Pre-K Center,25,40.785787,-73.826154,4980796.4553999975,-8218289.8705
25Q425,Q425,Q425,John Bowne High School,25,40.737448,-73.823841,4973692.096299998,-8218032.388499999
25Q460,Q460,Q460,Flushing High School,25,40.764892,-73.826811,4977724.8935,-8218363.0074000005
25Q499,Q499,Q499,"The Queens College School for Math, Science and Te",25,40.738599,-73.820821,4973861.198200002,-8217696.2037
25Q525,Q515,Q525,Townsend Harris High School,25,40.737038,-73.821532,4973631.8609,-8217775.3518
25Q540,Q023,Q540,Queens Academy High School,25,40.765624,-73.828279,4977832.4811,-8218526.4244
25Q670,Q707,Q670,Robert F. Kennedy Community High School,25,40.72528,-73.811408,4971904.5847999975,-8216648.3533
25Q792,Q792,Q792,North Queens Community High School,25,40.720586,-73.819664,4971215.111100003,-8217567.407
25Q901,Q460,Q901,Flushing Evening High Schl M/W,25,40.764892,-73.826811,4977724.8935,-8218363.0074000005
26Q018,Q018,Q018,P.S. 018 Winchester,26,40.731853,-73.73229,4972870.135399997,-8207840.9778
26Q026,Q026,Q026,P.S. 026 Rufus King,26,40.735935,-73.777607,4973469.814800002,-8212885.643200001
26Q031,Q031,Q031,P.S. 031 Bayside,26,40.757701,-73.768994,4976668.040899999,-8211926.8484000005
26Q041,Q041,Q041,P.S. 041 Crocheron,26,40.770155,-73.771225,4978498.462700002,-8212175.202199999
26Q046,Q046,Q046,P.S. 046 Alley Pond,26,40.745744,-73.758042,4974910.988200001,-8210707.677300001
26Q067,Q067,Q067,J.H.S. 067 Louis Pasteur,26,40.762241,-73.734832,4977335.265900001,-8208123.952
26Q074,Q074,Q074,J.H.S. 074 Nathaniel Hawthorne,26,40.744743,-73.766653,4974763.908,-8211666.249500001
26Q094,Q094,Q094,P.S. 094 David D. Porter,26,40.771258,-73.738703,4978660.592200004,-8208554.8697
26Q098,Q098,Q098,P.S. 098 The Douglaston School,26,40.768906,-73.749998,4978314.8759,-8209812.2234000005
26Q115,Q115,Q115,The James J. Ambrose School,26,40.744201,-73.709404,4974684.270999998,-8205293.32
26Q133,Q133,Q133,P.S. 133 The Bellerose School of Excellence,26,40.732458,-73.717819,4972959.012500003,-8206230.0735
26Q158,Q158,Q158,M.S. 158 Marie Curie,26,40.756562,-73.771878,4976500.653999999,-8212247.8938
26Q159,Q159,Q159,P.S. 159,26,40.770108,-73.783973,4978491.554300003,-8213594.303099999
26Q162,Q162,Q162,P.S. 162 John Golden,26,40.748405,-73.776576,4975301.988499999,-8212770.8728
26Q172,Q172,Q172,Irwin Altman Middle School 172,26,40.741409,-73.713245,4974274.048299998,-8205720.8981
26Q173,Q173,Q173,P.S. 173 Fresh Meadows,26,40.734097,-73.795651,4973199.7929000035,-8214894.292099999
26Q178,Q178,Q178,P.S./ IS 178 Holliswood,26,40.724061,-73.777314,4971725.528499998,-8212853.0265999995
26Q186,Q186,Q186,P.S. 186 Castlewood,26,40.749556,-73.721594,4975471.118199997,-8206650.304500001
26Q188,Q188,Q188,P.S. 188 Kingsbury,26,40.736063,-73.753985,4973488.6197,-8210256.054199999
26Q191,Q191,Q191,P.S. 191 Mayflower,26,40.734266,-73.708617,4973224.620499998,-8205205.7115
26Q203,Q203,Q203,P.S. 203 Oakland Gardens,26,40.753606,-73.759822,4976066.254799999,-8210905.825999999
26Q205,Q205,Q205,P.S. 205 Alexander Graham Bell,26,40.738008,-73.756374,4973774.3697,-8210521.9964000005
26Q213,Q213,Q213,P.S. 213 The Carl Ullman School,26,40.747457,-73.74539,4975162.690099999,-8209299.2632
26Q216,Q216,Q216,J.H.S. 216 George J. Ryan,26,40.737188,-73.794501,4973653.898199998,-8214766.274700001
26Q221,Q221,Q221,P.S. 221 The North Hills School,26,40.758808,-73.731518,4976830.727899998,-8207755.0392
26Q266,Q266,Q266,P.S./I.S. 266,26,40.746128,-73.728415,4974967.411200002,-8207409.614800001
26Q315,Q435,Q315,Business Technology Early College High School,26,40.733888,-73.739726,4973169.089000002,-8208668.749600001
26Q376,Q332,Q376,P.S. 376,26,40.754954,-73.770314,4976264.347900003,-8212073.790100001
26Q390,Q361,Q390,The CIVIC School of Bayside Hills,26,40.749673,-73.764954,4975488.310599998,-8211477.117699999
26Q415,Q415,Q415,Benjamin N. Cardozo High School,26,40.752343,-73.757271,4975880.656499997,-8210621.85
26Q430,Q430,Q430,Francis Lewis High School,26,40.740875,-73.795049,4974195.5907000005,-8214827.2776999995
26Q435,Q435,Q435,Martin Van Buren High School,26,40.733888,-73.739726,4973169.089000002,-8208668.749600001
26Q495,Q405,Q495,Bayside High School,26,40.771398,-73.781041,4978681.170999996,-8213267.9143
26Q566,Q566,Q566,"Queens High School of Teaching, Liberal Arts and t",26,40.744197,-73.728834,4974683.683300003,-8207456.2577
27Q042,Q042,Q042,P.S./M.S 042 R. Vernam,27,40.594358,-73.794804,4952692.4278,-8214800.0045
27Q043,Q043,Q043,P.S. 043,27,40.59348,-73.761086,4952563.712800004,-8211046.5339
27Q045,Q045,Q045,P.S. 045 Clarence Witherspoon,27,40.671871,-73.788866,4964062.5233,-8214138.9893
27Q047,Q343,Q047,P.S. 047 Chris Galas,27,40.606352,-73.820445,4954450.920599997,-8217654.3475
27Q051,Q051,Q051,P.S. 051,27,40.698286,-73.831532,4967940.260899998,-8218888.546700001
27Q053,Q053,Q053,M.S. 053 Brian Piccolo,27,40.604019,-73.749891,4954108.844499998,-8209800.3122000005
27Q056,Q056,Q056,P.S. 056 Harry Eichler,27,40.698989,-73.835735,4968043.482699998,-8219356.422499999
27Q060,Q060,Q060,P.S. 060 Woodhaven,27,40.691467,-73.852792,4966939.080499999,-8221255.199100001
27Q062,Q062,Q062,P. S. 62 - Chester Park School,27,40.688359,-73.835567,4966482.791199997,-8219337.720899999
27Q063,Q063,Q063,P.S. 063 Old South,27,40.676978,-73.846796,4964812.114100002,-8220587.727399999
27Q064,Q064,Q064,P.S. 064 Joseph P. Addabbo,27,40.681901,-73.856956,4965534.7522,-8221718.7335
27Q065,Q884,Q065,P.S. 65 - The Raymond York Elementary School,27,40.682293,-73.841675,4965592.295500003,-8220017.6603
27Q066,Q066,Q066,P.S. 066 Jacqueline Kennedy Onassis,27,40.697941,-73.846135,4967889.604800001,-8220514.145300001
27Q090,Q090,Q090,P.S. 090 Horace Mann,27,40.696653,-73.839517,4967700.490900002,-8219777.4329
27Q096,Q096,Q096,P.S. 096,27,40.675369,-73.808128,4964575.943499997,-8216283.225400001
27Q097,Q097,Q097,P.S. 097 Forest Park,27,40.694232,-73.860031,4967345.031400003,-8222061.040899999
27Q100,Q100,Q100,P.S. 100 Glen Morris,27,40.679694,-73.821545,4965210.784199998,-8217776.799000001
27Q104,Q104,Q104,P.S. 104 The Bays Water,27,40.608002,-73.764621,4954692.858999997,-8211440.0483
27Q105,Q105,Q105,P.S. 105 The Bay School,27,40.595911,-73.780961,4952920.1022000015,-8213259.0088
